G-024	オブジェクト指向		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: オブジェクト指向ユーザーインターフェース（OOUI））
G-025	オープンソース	Open Source	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: プロプライエタリ・テクノロジー）
G-026	カスタマーサクセス		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: FDE（Forward Deployed Engineer））
G-027	クロスモーダル	Cross-modal	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: マルチモーダル）
G-028	コンテキスト汚染攻撃	Context Poisoning Attack	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: プロンプトインジェクション）
G-029	サイモン効果		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: ストループ効果）
G-030	サービスデザイン		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: ステークホルダーマップ）
G-031	シグニファイア		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: アフォーダンス）
G-032	システムインテグレーター	SI	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: FDE（Forward Deployed Engineer））
G-033	ジェイルブレイク	Jailbreaking	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: プロンプトインジェクション）
G-034	スタイルガイド		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: スタイルタイル）
G-035	ソフト・ラベリング	Soft Labeling	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: モデル蒸留）
G-036	テリトリーマップ		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: ステークホルダーマップ）
G-037	デザイン思考		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: How Might We）
G-038	デプロビジョニング		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: プロビジョニング）
G-039	ナレッジグラフ		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: オントロジー）
G-040	バイアスと誤謬の違い		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: 代表性ヒューリスティック）
G-041	ヒューマン・アウト・オブ・ザ・ループ	Human-out-of-the-Loop	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: ヒューマン・イン・ザ・ループ）
G-042	ファインマン・テクニック		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: プロテジェ効果）
G-043	プロブレムステートメント		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: How Might We）
G-044	ベンダーロックイン	Vendor Lock-in	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: プロプライエタリ・テクノロジー）
G-045	ホットハンド現象		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: クラスター錯視）
G-046	マルチモーダル・インタラクション	Multimodal Interaction	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: マルチモーダル）
G-047	メタ思考		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: ミルトンモデル心理学）
G-048	モダリティ	Modality	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: マルチモーダル）
G-049	モラル信任効果		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: ペルツマン効果）
G-050	ラーニング・バイ・ティーチング		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: プロテジェ効果）
G-051	リスクコミュニケーション		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: 正常性バイアス）
G-052	レスポンシブウェブデザイン		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: スタイルタイル）
G-053	レーティング		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: 5ハットラックス（5つの帽子掛け））
G-054	回避行動		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: 正常性バイアス）
G-055	報酬モデル	RM	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: RLHF）
G-056	帰属理論	Attribution Theory	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: 根本的な帰属の誤り）
G-057	強化学習	RL	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: RLHF）
G-058	感情バイアス		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: 6つの帽子思考法）
G-059	教師あり微調整	SFT	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: RLHF）
G-060	知的財産権	IP / Intellectual Property	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: プロプライエタリ・テクノロジー）
G-061	自己防衛機制		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: 正常性バイアス）
G-062	行為者-観察者バイアス	Actor-Observer Bias	関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: 根本的な帰属の誤り）
G-063	連続性の法則		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: プレグナンツの法則）
G-064	類似性の法則		関連用語ギャップから自動抽出	関連用語抽出	2026-07-19	FALSE	提案中				公開記事1本の関連用語に登場（例: プレグナンツの法則）
